city,longitude,latitude,datetime,value,,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡
通化,125.9466063,41.7338158,2020/2/22,4,,0,0,0,19,6,0
延边,129.4773763,42.91574303,2020/2/22,5,,0,0,0,24,12,0
白城,122.8455906,45.62550436,2020/2/22,1,,0,0,0,11,0,0
吉林市,126.5556345,43.84356783,2020/2/22,5,,0,0,0,11,6,0
松原,124.8314819,45.14740419,2020/2/22,2,,0,0,0,8,3,0
梅河口,125.7176078,42.54488389,2020/2/22,1,,0,0,0,4,2,0
九江,116.0075349,29.71134056,2020/2/22,118,,0,1,0,8,7,0
南昌,115.8645894,28.6894553,2020/2/22,229,,0,0,0,3,2,0
新余,114.9235347,27.8235787,2020/2/22,130,,0,0,0,5,5,0
上饶,117.9494596,28.46062592,2020/2/22,123,,0,14,0,504,306,1
宜春,114.4235637,27.82085642,2020/2/22,106,,0,0,0,146,98,0
赣州,114.9405034,25.8351761,2020/2/22,76,,0,5,0,157,114,0
抚州,116.3645388,27.95489225,2020/2/22,72,,0,-2,0,169,131,0
萍乡,113.8614964,27.62839271,2020/2/22,33,,0,0,0,36,0,0
吉安,115.0005107,27.11972683,2020/2/22,22,,0,3,0,45,28,0
鹰潭,117.0755754,28.26578706,2020/2/22,18,,0,0,0,55,39,0
景德镇,117.1845764,29.27424771,2020/2/22,6,,0,2,0,42,30,0
赣江新区,115.8502478,28.46574304,2020/2/22,1,,0,0,0,10,5,0
乌鲁木齐,87.62443994,43.8307632,2020/2/22,23,,0,0,0,14,10,0
兵团第四师,113.3038859,23.08333293,2020/2/22,10,,0,0,0,17,14,0
兵团第九师,112.9120251,28.21598432,2020/2/22,4,,0,0,0,10,7,0
兵团第十二师,113.0291625,28.12675628,2020/2/22,3,,0,3,0,257,34,0
吐鲁番市,89.19729725,42.95698485,2020/2/22,3,,0,1,0,47,20,0
兵团第八师石河子市,118.7724304,32.24015401,2020/2/22,4,,0,0,0,47,24,0
兵团第六师五家渠市,113.3043803,23.08322114,2020/2/22,2,,0,0,0,44,22,0
昌吉州,87.31500162,44.01685416,2020/2/22,4,,1,4,0,60,38,1
巴州,106.7755131,31.8576856,2020/2/22,3,,0,3,0,37,15,2
兵团第七师,113.3045127,23.083274,2020/2/22,1,,0,4,0,38,25,0
阿克苏地区,80.26694348,41.17502986,2020/2/22,1,,0,1,0,38,25,0
合肥,117.2334427,31.82657783,2020/2/22,174,,0,2,1,30,16,1
蚌埠,117.3955133,32.9215237,2020/2/22,160,,0,1,0,35,22,1
阜阳,115.8204361,32.89606099,2020/2/22,155,,0,0,0,49,44,0
亳州,115.7844632,33.8506427,2020/2/22,108,,0,1,0,24,19,0
六安,116.5264097,31.74145082,2020/2/22,69,,0,1,0,16,11,0
马鞍山,118.5135796,31.6762656,2020/2/22,38,,0,0,0,15,11,0
安庆,117.0636039,30.53095657,2020/2/22,83,,0,1,0,18,17,0
宿州,116.9705439,33.65209533,2020/2/22,41,,0,8,0,53,40,0
铜陵,117.8184768,30.95123324,2020/2/22,29,,0,0,0,25,14,0
淮北,116.8045373,33.9616563,2020/2/22,27,,0,0,0,9,4,0
淮南,117.0063889,32.6318474,2020/2/22,27,,0,0,0,13,9,0
池州,117.498421,30.67088379,2020/2/22,17,,0,0,0,9,5,0
芜湖,118.4394314,31.35853666,2020/2/22,33,,0,0,0,5,2,0
滁州,118.3394061,32.26127087,2020/2/22,13,,0,0,0,15,12,1
黄山,118.3454373,29.72188979,2020/2/22,9,,0,3,0,14,12,1
宣城,118.7655342,30.94660155,2020/2/22,6,,0,1,0,13,12,0
莆田,119.014521,25.45986546,2020/2/22,55,,0,0,0,7,7,0
泉州,118.6824463,24.87995233,2020/2/22,46,,0,0,0,4,4,0
福州,119.3034698,26.08042942,2020/2/22,71,,0,0,0,4,4,0
厦门,118.0964355,24.48540661,2020/2/22,35,,0,1,0,2,2,0
南平,118.1843695,26.64777287,2020/2/22,20,,0,0,0,1,1,0
三明,117.6455212,26.26973652,2020/2/22,14,,0,0,0,54,32,1
宁德,119.5545107,26.67224171,2020/2/22,26,,0,0,0,39,19,0
漳州,117.6535765,24.51892979,2020/2/22,20,,0,0,0,13,9,0
龙岩,117.0234476,25.08121984,2020/2/22,6,,0,0,0,7,3,0
西宁,101.7844502,36.6233847,2020/2/22,15,,0,0,1,15,12,1
海北州,100.9074343,36.96066282,2020/2/22,3,,0,0,0,9,6,1
拉萨,91.12082392,29.65004027,2020/2/22,1,,0,0,0,6,4,0
武汉,114.3115816,30.59846674,2020/2/23,46607,,0,0,0,3,1,0
孝感,113.9225101,30.93068923,2020/2/23,3465,,0,0,0,6,4,1
黄冈,114.8784905,30.45935886,2020/2/23,2904,,0,0,0,3,2,0
鄂州,114.9016074,30.39657217,2020/2/23,1383,,0,0,0,4,4,0
荆州,112.2455226,30.34084211,2020/2/23,1574,,0,0,0,3,2,1
随州,113.38945,31.69651677,2020/2/23,1303,,0,0,0,3,3,0
襄阳,112.1285372,32.0147968,2020/2/23,1174,,0,0,0,2,2,0
宜昌,111.2925492,30.69744648,2020/2/23,924,,0,0,0,1,1,0
荆门,112.206393,31.04173258,2020/2/23,920,,0,0,0,11,4,0
黄石,115.0455329,30.20520785,2020/2/23,1005,,0,0,0,9,2,0
咸宁,114.3285191,29.84705595,2020/2/23,836,,0,0,0,9,3,0
十堰,110.8045296,32.63506186,2020/2/23,669,,0,0,0,7,1,0
仙桃,113.4496094,30.33358775,2020/2/23,573,,0,0,0,7,2,0
天门,113.1724092,30.66962183,2020/2/23,494,,0,0,0,7,4,0
潜江,112.9054741,30.40835793,2020/2/23,194,,0,2,0,11,9,0
恩施州,109.4945926,30.27793958,2020/2/23,251,,0,3,0,8,6,0
神农架林区,110.6825249,31.75049601,2020/2/23,11,,0,0,0,3,1,0
深圳,114.0645518,22.54845664,2020/2/23,417,,0,1,0,2,1,0
广州,113.2714313,23.13533631,2020/2/23,345,,0,0,0,1,0,0
东莞,113.7584205,23.02730841,2020/2/23,96,,0,1,0,28,20,0
佛山,113.1285122,23.02775875,2020/2/23,84,,0,0,0,33,29,0
珠海,113.5825548,22.27656465,2020/2/23,98,,0,1,0,5,4,0
惠州,114.423558,23.11635885,2020/2/23,62,,0,0,0,3,3,0
中山,113.3994224,22.52231467,2020/2/23,66,,0,0,0,1,1,0
江门,113.0885562,22.58460388,2020/2/23,23,,0,0,0,1,1,0
湛江,110.3655544,21.27672344,2020/2/23,22,,0,2,0,36,31,2
肇庆,112.4714889,23.05288877,2020/2/23,19,,0,0,0,9,6,0
茂名,110.9315426,21.66906403,2020/2/23,14,,0,0,0,8,6,0
梅州,116.1295374,24.29417753,2020/2/23,16,,0,0,0,9,8,0
汕头,116.6885286,23.35909172,2020/2/23,25,,0,0,0,4,3,0
阳江,111.9884893,21.86433973,2020/2/23,14,,0,0,0,3,2,0
韶关,113.6035273,24.81588128,2020/2/23,10,,0,0,0,12,12,0
揭阳,116.3785122,23.55574049,2020/2/23,8,,0,0,0,4,4,0
汕尾,115.3815526,22.79126304,2020/2/23,5,,0,0,0,3,3,0
河源,114.7074463,23.74968437,2020/2/23,4,,0,0,0,2,2,0
清远,113.0624683,23.68823029,2020/2/23,12,,0,0,0,1,1,0
潮州,116.6294702,23.66262319,2020/2/23,5,,0,0,0,118,66,4
外地来沪人员,117.0233851,25.99602656,2020/2/23,111,,0,1,0,28,11,0
浦东新区,121.5504546,31.22734829,2020/2/23,60,,0,0,0,23,12,0
宝山区,121.496563,31.41027947,2020/2/23,21,,1,0,0,22,11,0
静安区,121.4534318,31.23384493,2020/2/23,16,,0,1,0,22,11,0
徐汇区,121.4433964,31.19455677,2020/2/23,18,,0,1,0,18,7,0
松江区,121.2344796,31.03713518,2020/2/23,14,,0,0,0,23,13,0
嘉定区,121.2725951,31.38015534,2020/2/23,9,,0,0,0,20,10,0
闵行区,121.3886119,31.11884258,2020/2/23,19,,0,0,0,20,11,1
普陀区,121.4035693,31.25497337,2020/2/23,11,,1,0,0,9,1,0
杨浦区,121.5325199,31.26552414,2020/2/23,9,,0,0,0,17,10,0
奉贤区,121.4805037,30.92372011,2020/2/23,9,,0,0,0,17,10,0
虹口区,121.5115865,31.2697467,2020/2/23,7,,0,0,0,10,4,0
黄浦区,121.4915856,31.23724715,2020/2/23,6,,0,0,0,10,4,0
崇明区,121.4035569,31.62856998,2020/2/23,4,,0,0,0,14,9,0
长宁区,121.4304544,31.22684797,2020/2/23,13,,0,0,0,14,9,0
金山区,121.6155666,25.22015442,2020/2/23,3,,0,2,0,25,21,0
青浦区,121.1305531,31.15545432,2020/2/23,5,,0,0,0,21,16,1
哈尔滨,126.5416151,45.80882583,2020/2/23,198,,0,1,0,20,16,0
双鸭山,131.1653417,46.6531859,2020/2/23,52,,0,0,0,15,11,0
鸡西,130.9756187,45.30087232,2020/2/23,46,,0,0,0,10,6,0
齐齐哈尔,123.9245709,47.35997719,2020/2/23,43,,0,0,0,9,5,0
大庆,125.1086576,46.59363318,2020/2/23,26,,0,0,0,21,18,0
绥化,126.9753569,46.66003218,2020/2/23,47,,0,0,0,6,3,0
七台河,131.0115446,45.77630032,2020/2/23,17,,0,0,0,5,2,0
牡丹江,129.6395398,44.55624571,2020/2/23,14,,0,0,0,9,7,0
黑河,127.5354899,50.25127231,2020/2/23,14,,0,0,0,4,2,0
鹤岗,130.3044329,47.35605616,2020/2/23,5,,0,0,0,2,0,0
伊春,128.8475464,47.73331846,2020/2/23,1,,0,0,0,7,6,0
佳木斯,130.3273591,46.80568999,2020/2/23,15,,0,0,0,5,4,0
大兴安岭,124.1529279,50.42002596,2020/2/23,2,,0,0,0,1,0,0
海淀区,116.3054341,39.96548984,2020/2/23,62,,0,0,0,1,0,0
朝阳区,125.2954013,43.84064147,2020/2/23,60,,0,1,0,4,4,0
西城区,116.3725136,39.91812361,2020/2/23,53,,0,0,0,4,4,0
丰台区,116.2924019,39.8649372,2020/2/23,41,,0,0,0,2,2,0
大兴区,116.3486252,39.73255524,2020/2/23,39,,0,0,0,2,2,0
昌平区,116.2376179,40.22641337,2020/2/23,29,,0,0,0,1,1,0
外地来京人员,117.0233851,25.99602656,2020/2/23,26,,0,0,0,1,1,0
通州区,121.0814255,32.07035574,2020/2/23,19,,0,0,0,93,52,0
房山区,116.1494438,39.75432584,2020/2/23,16,,0,7,0,87,57,0
石景山区,116.2296127,39.91135381,2020/2/23,14,,0,2,0,48,24,0
东城区,116.422401,39.93482727,2020/2/23,12,,0,6,0,66,46,0
顺义区,116.6614243,40.13635076,2020/2/23,10,,0,2,0,55,41,0
怀柔区,116.6383859,40.3226184,2020/2/23,7,,0,1,0,79,67,0
密云区,116.849547,40.38217566,2020/2/23,7,,0,1,0,37,26,0
门头沟区,116.1076036,39.94614672,2020/2/23,3,,0,5,0,51,41,0
延庆区,115.9816316,40.46216897,2020/2/23,1,,0,1,0,40,33,0
西安,108.9464656,34.34726882,2020/2/23,120,,0,0,0,23,17,0
汉中,107.0294302,33.07379991,2020/2/23,26,,0,0,0,13,9,0
安康,109.0356011,32.69051277,2020/2/23,26,,0,4,0,27,24,0
渭南,109.5165896,34.50571552,2020/2/23,15,,0,0,0,12,10,0
咸阳,108.7154225,34.33547629,2020/2/23,17,,0,8,0,274,179,2
铜川,108.9524042,34.90263708,2020/2/23,8,,0,0,0,157,98,0
商洛,109.9244179,33.87863385,2020/2/23,7,,0,10,0,155,124,2
宝鸡,107.2445754,34.36891564,2020/2/23,13,,0,0,0,76,49,0
杨凌,108.1012881,34.27243906,2020/2/23,1,,0,0,0,139,116,0
延安,109.4965819,36.59111104,2020/2/23,8,,0,0,0,91,69,3
榆林,109.741616,38.29088384,2020/2/23,3,,0,0,0,53,37,0
韩城,110.4495526,35.48208679,2020/2/23,1,,0,0,0,58,42,1
成都,104.0815335,30.65582188,2020/2/23,143,,0,0,0,32,17,1
甘孜州,101.9685467,30.05527884,2020/2/23,69,,0,0,0,39,26,0
达州,107.4745939,31.21430772,2020/2/23,41,,0,0,0,35,22,0
南充,106.1175026,30.84378251,2020/2/23,39,,0,0,0,31,18,1
泸州,105.4485241,28.8776683,2020/2/23,24,,0,0,0,26,16,0
巴中,106.7515853,31.87288859,2020/2/23,24,,0,0,0,17,7,0
德阳,104.4044194,31.133115,2020/2/23,18,,0,0,0,57,46,3
广安,106.6395527,30.46174611,2020/2/23,30,,0,0,0,19,11,0
绵阳,104.6855619,31.47366305,2020/2/23,22,,0,0,0,5,3,0
内江,105.064588,29.58588654,2020/2/23,22,,0,0,0,7,6,0
遂宁,105.5994215,30.53909767,2020/2/23,17,,0,2,0,242,143,2
凉山州,102.2735027,27.8877523,2020/2/23,13,,0,0,0,156,91,1
宜宾,104.6494037,28.75800703,2020/2/23,12,,0,2,0,80,52,0
雅安,103.0495426,30.01679255,2020/2/23,7,,0,1,0,76,55,0
自贡,104.7844488,29.34558492,2020/2/23,9,,0,1,0,82,62,0
眉山,103.8565633,30.08252612,2020/2/23,8,,0,0,0,102,88,1
乐山,103.7725376,29.55794072,2020/2/23,3,,0,0,0,48,37,0
资阳,104.6344353,30.13495656,2020/2/23,3,,0,4,0,36,25,0
攀枝花,101.7255412,26.58803317,2020/2/23,16,,0,0,0,39,31,0
广元,105.8504232,32.44161631,2020/2/23,6,,0,0,0,43,37,0
阿坝州,102.2314155,31.90551158,2020/2/23,1,,0,3,0,59,55,0
大连,121.6216315,38.91895367,2020/2/23,19,,0,0,0,40,38,0
沈阳,123.4710966,41.68383007,2020/2/23,28,,0,0,0,5,5,0
葫芦岛,120.8433983,40.71736444,2020/2/23,12,,0,1,0,36,23,0
铁岭,123.7323652,42.229948,2020/2/23,7,,0,-3,0,20,12,0
鞍山,123.0013725,41.1150536,2020/2/23,4,,0,0,0,10,5,0
锦州,121.1325963,41.1009315,2020/2/23,12,,0,0,0,8,3,0
盘锦,122.0774901,41.12587529,2020/2/23,11,,0,0,0,12,8,0
朝阳,120.4574995,41.57982086,2020/2/23,6,,0,0,0,8,5,0
阜新,121.676408,42.0280219,2020/2/23,8,,0,0,0,7,4,0
丹东,124.3615473,40.00640871,2020/2/23,7,,0,0,0,19,17,0
本溪,123.6925071,41.49291646,2020/2/23,3,,0,0,0,2,1,0
辽阳,123.2433664,41.27416129,2020/2/23,3,,0,0,0,6,6,0
营口,122.2415747,40.67313684,2020/2/23,1,,0,1,0,4,4,0
北海,109.1265332,21.4868365,2020/2/23,44,,0,7,0,58,27,1
河池,108.0914999,24.69891173,2020/2/23,27,,0,0,0,48,28,3
南宁,108.3734508,22.8226066,2020/2/23,55,,0,0,0,29,21,0
桂林,110.2035454,25.24288572,2020/2/23,32,,0,0,0,34,28,0
防城港,108.3604188,21.69300529,2020/2/23,19,,0,1,0,32,27,0
柳州,109.4344219,24.33196139,2020/2/23,24,,0,0,0,32,29,0
来宾,109.2274582,23.75654676,2020/2/23,11,,0,0,0,23,19,1
玉林,110.1884531,22.65983051,2020/2/23,11,,0,1,0,30,28,0
贵港,109.6055203,23.11744838,2020/2/23,8,,0,2,0,10,8,1
贺州,111.5735263,24.4094509,2020/2/23,4,,0,0,0,8,8,0
钦州,108.6605802,21.98659354,2020/2/23,8,,0,0,0,7,7,0
百色,106.6245893,23.90818593,2020/2/23,3,,0,5,0,45,32,0
梧州,111.2855168,23.48274528,2020/2/23,5,,0,0,0,7,1,0
温州,120.7064769,28.0010854,2020/2/23,504,,0,0,0,15,9,1
台州,121.4274347,28.66219406,2020/2/23,146,,2,0,0,6,2,0
宁波,121.6285725,29.86603305,2020/2/23,157,,0,0,0,6,3,0
杭州,120.2155118,30.25308298,2020/2/23,169,,0,0,0,1,0,0
省十里丰监狱,104.080149,30.66090687,2020/2/23,36,,0,0,0,5,5,0
嘉兴,120.7635518,30.75097483,2020/2/23,45,,0,1,0,5,5,0
金华,119.6534362,29.08463939,2020/2/23,55,,0,0,0,2,2,0
绍兴,120.5854785,30.03636931,2020/2/23,42,,0,0,0,1,1,0
舟山,122.2135563,29.99091168,2020/2/23,10,,0,6,0,118,57,0
衢州,118.8665967,28.9755458,2020/2/23,14,,0,3,0,229,181,0
丽水,119.9295731,28.47327818,2020/2/23,17,,0,2,0,123,90,0
湖州,120.0945166,30.89896394,2020/2/23,10,,0,4,0,106,76,0
济宁,116.5936123,35.42017739,2020/2/23,257,,0,8,0,130,103,0
烟台,121.4544154,37.47003838,2020/2/23,47,,0,2,0,76,49,1
济南,117.1263994,36.6565542,2020/2/23,47,,0,4,0,72,51,0
潍坊,119.1683779,36.71265155,2020/2/23,44,,0,3,0,33,16,0
青岛,120.3894552,36.0722275,2020/2/23,60,,0,-2,0,18,6,0
德州,116.3655567,37.44130845,2020/2/23,37,,0,2,0,22,13,0
威海,122.127541,37.51643055,2020/2/23,38,,0,0,0,6,3,0
聊城,115.9915878,36.46275819,2020/2/23,38,,0,0,0,1,0,0
淄博,118.0614525,36.81908568,2020/2/23,30,,0,3,0,23,13,0
泰安,117.0944948,36.20585804,2020/2/23,35,,0,0,0,10,0,0
临沂,118.363533,35.11067124,2020/2/23,49,,0,0,0,4,0,1
枣庄,117.3305419,34.81599405,2020/2/23,24,,0,0,0,3,0,0
日照,119.5334154,35.422839,2020/2/23,16,,0,0,0,3,1,0
滨州,117.977404,37.3881962,2020/2/23,15,,0,0,0,4,1,1
菏泽,115.487545,35.23940742,2020/2/23,18,,0,0,0,2,0,0
昆明,102.8524484,24.87399815,2020/2/23,53,,0,0,0,4,3,0
昭通,103.7235118,27.34408386,2020/2/23,25,,0,0,0,3,2,0
红河州,103.3815491,23.36999625,2020/2/23,9,,0,0,0,1,1,0
曲靖,103.8024348,25.49640693,2020/2/23,13,,0,0,0,1,1,0
保山,99.17727329,25.13903879,2020/2/23,9,,0,2,0,174,103,1
德宏州,98.59135936,24.4380107,2020/2/23,5,,0,2,0,155,104,0
西双版纳,100.8034468,22.01360125,2020/2/23,15,,0,6,0,160,107,5
玉溪,102.5535603,24.35771094,2020/2/23,14,,0,1,0,108,81,0
大理州,100.2745828,25.61212842,2020/2/23,13,,0,1,0,69,44,0
丽江,100.2324645,26.86065744,2020/2/23,7,,0,0,0,38,19,0
普洱,100.9725698,22.83097919,2020/2/23,4,,0,4,0,83,69,0
楚雄州,101.5344125,25.05177357,2020/2/23,4,,0,3,0,41,29,0
文山州,104.222569,23.40599429,2020/2/23,2,,0,0,0,27,15,0
临沧,100.0954404,23.89046856,2020/2/23,1,,0,3,0,29,18,0
三亚,109.5185567,18.25873629,2020/2/23,54,,0,2,0,27,17,0
海口,110.3255255,20.04404944,2020/2/23,39,,0,0,0,33,27,0
万宁,110.3994344,18.80010699,2020/2/23,13,,0,1,0,17,11,0
昌江,109.0624641,19.30399788,2020/2/23,7,,0,1,0,13,9,0
儋州,109.5874558,19.52714611,2020/2/23,15,,0,0,0,9,6,0
澄迈,110.0135109,19.74434867,2020/2/23,9,,0,0,0,6,4,0
临高,109.697443,19.91947477,2020/2/23,6,,0,6,0,55,30,0
保亭,109.7034815,18.64690996,2020/2/23,3,,0,0,0,46,21,0
琼海,110.4805445,19.26425402,2020/2/23,6,,0,3,0,71,56,1
东方,108.6585665,19.10110473,2020/2/23,3,,0,4,0,35,23,0
陵水,110.0444641,18.5123316,2020/2/23,4,,0,0,0,20,10,0
定安,110.3655335,19.68711995,2020/2/23,3,,0,0,0,14,5,0
文昌,110.8045087,19.54906208,2020/2/23,3,,0,0,0,26,20,0
乐东,109.180508,18.75587149,2020/2/23,2,,0,0,0,20,14,0
琼中,109.8445106,19.03916379,2020/2/23,1,,0,0,0,6,4,0
包头,109.8465435,40.66292879,2020/2/23,11,,464,1418,56,47071,10368,2043
锡林郭勒盟,116.0543914,43.93942267,2020/2/23,9,,17,151,2,3482,1328,110
赤峰,118.8955204,42.2616861,2020/2/23,9,,0,101,3,2904,1760,106
通辽,122.2505218,43.65798008,2020/2/23,7,,2,32,1,1385,502,41
呼和浩特,111.7555086,40.848423,2020/2/23,7,,2,42,0,1576,776,42
呼伦贝尔,119.7723705,49.21844648,2020/2/23,7,,2,50,3,1305,601,36
鄂尔多斯,109.7874432,39.61448231,2020/2/23,11,,1,72,1,1175,593,30
巴彦淖尔,107.3943981,40.74935949,2020/2/23,8,,2,43,0,926,347,29
乌兰察布,113.1394677,41.00074833,2020/2/23,3,,0,43,0,920,432,37
乌海市,106.800391,39.66200636,2020/2/23,2,,3,77,1,1008,568,31
兴安盟,122.0443645,46.08846371,2020/2/23,1,,2,24,1,671,317,3
吴忠,106.2053713,38.00371291,2020/2/23,28,,0,59,0,836,504,11
银川,106.2384936,38.49246006,2020/2/23,33,,2,48,0,575,316,19
固原,106.2485774,36.02161726,2020/2/23,5,,1,24,0,495,282,13
中卫,105.2035709,37.50570142,2020/2/23,3,,0,5,0,251,151,4
宁东,118.6426169,32.06191141,2020/2/23,1,,1,9,0,195,91,8
石嘴山,106.3906004,38.98968284,2020/2/23,1,,0,0,0,11,10,0
兰州,103.8405212,36.06723469,2020/2/23,36,,0,13,0,417,262,3
平凉,106.6714423,35.54923205,2020/2/23,9,,1,6,1,346,210,1
甘南,102.9175847,34.98913991,2020/2/23,8,,1,4,0,97,40,1
定西,104.6324201,35.58683293,2020/2/23,9,,0,0,0,84,36,0
白银,104.1444508,36.55082533,2020/2/23,4,,0,2,0,98,56,1
庆阳,107.6493857,35.71521598,2020/2/23,3,,0,2,0,66,53,0
天水,105.7314167,34.58741188,2020/2/23,12,,0,3,0,62,49,0
陇南,104.928575,33.40662023,2020/2/23,4,,0,1,0,23,10,0
临夏,103.2163906,35.60756218,2020/2/23,3,,0,0,0,22,14,0
张掖,100.4564115,38.93206601,2020/2/23,2,,0,0,0,19,10,1
金昌,102.1946057,38.52582009,2020/2/23,1,,0,0,0,14,7,0
万州区,108.4155584,30.81362164,2020/2/23,118,,0,0,0,16,11,0
江北区,121.5604213,29.89294838,2020/2/23,28,,0,0,0,25,21,0
綦江区,106.6574842,29.03411375,2020/2/23,23,,0,0,0,14,10,0
长寿区,107.0875311,29.86352007,2020/2/23,22,,0,1,0,10,7,0
奉节县,109.4704728,31.02460177,2020/2/23,22,,0,0,0,8,5,0
潼南区,105.847399,30.19731424,2020/2/23,18,,0,0,0,4,1,0
合川区,106.2825411,29.97818124,2020/2/23,23,,0,2,0,5,4,0
垫江县,107.3395659,30.33329397,2020/2/23,20,,0,0,0,5,4,0
九龙坡区,106.5175587,29.50792772,2020/2/23,20,,0,2,0,12,12,0
沙坪坝区,106.4644651,29.54719252,2020/2/23,9,,0,0,0,111,86,1
渝北区,106.6375591,29.72392734,2020/2/23,17,,0,0,0,60,49,0
两江新区,106.5725816,29.68005454,2020/2/23,17,,0,0,0,21,12,0
铜梁区,106.0634495,29.85050878,2020/2/23,10,,0,0,0,16,12,0
丰都县,107.7374806,29.86941279,2020/2/23,10,,0,0,0,18,15,0
大足区,105.7284046,29.71311351,2020/2/23,14,,0,0,0,14,11,0
巫溪县,109.5764026,31.40488001,2020/2/23,14,,0,0,0,9,6,0
云阳县,108.7034475,30.93661127,2020/2/23,25,,0,0,0,19,17,0
开州区,108.3994977,31.16664411,2020/2/23,21,,0,0,0,11,9,0
渝中区,106.5754401,29.55909018,2020/2/23,20,,0,0,0,9,7,0
石柱县,108.1204142,30.0061087,2020/2/23,15,,0,0,0,9,7,0
巫山县,109.8855455,31.08051881,2020/2/23,10,,0,0,0,7,5,0
荣昌区,105.6014198,29.4113074,2020/2/23,9,,0,0,0,6,4,0
忠县,108.0445375,30.30526839,2020/2/23,21,,0,0,0,4,2,0
巴南区,106.5474543,29.40847474,2020/2/23,6,,0,0,0,13,12,0
涪陵区,107.3964198,29.7092782,2020/2/23,5,,1,0,0,6,5,0
璧山区,106.2334746,29.59834661,2020/2/23,9,,0,0,0,3,2,0
高新区,103.9354138,30.74612611,2020/2/23,4,,0,0,0,198,77,3
彭水县,108.172578,29.29946229,2020/2/23,2,,0,3,0,52,23,3
大渡口区,106.4885336,29.49010713,2020/2/23,7,,0,2,0,46,20,0
永川区,105.9334994,29.36204634,2020/2/23,5,,0,2,0,43,26,1
酉阳县,108.774586,28.84704026,2020/2/23,1,,0,3,0,26,12,1
万盛经开区,121.3464306,30.75750975,2020/2/23,1,,0,6,0,47,35,4
江津区,106.2655976,29.29588437,2020/2/23,4,,0,0,0,17,10,0
梁平区,107.7760973,30.66055326,2020/2/23,4,,0,1,0,14,8,0
黔江区,108.7775912,29.53881257,2020/2/23,2,,0,0,0,14,9,0
城口县,108.6716116,31.95339075,2020/2/23,2,,0,0,0,5,4,0
武隆区,107.7664252,29.33202687,2020/2/23,1,,0,0,0,1,0,0
秀山县,109.0135739,28.45344786,2020/2/23,1,,0,0,0,15,15,0
南京,118.8024217,32.06465289,2020/2/23,93,,0,0,0,2,2,0
苏州,120.5924122,31.30356407,2020/2/23,87,,0,0,0,62,0,0
连云港,119.2286213,34.60224953,2020/2/23,48,,1,0,0,61,0,0
淮安,119.0214837,33.6162953,2020/2/23,66,,0,0,0,53,0,0
无锡,120.3185833,31.49880973,2020/2/23,55,,0,0,0,41,3,0
徐州,117.2905754,34.21266655,2020/2/23,79,,0,0,0,39,2,0
泰州,119.9295663,32.46067505,2020/2/23,37,,0,0,0,29,0,0
常州,119.9814847,31.81579565,2020/2/23,51,,-1,0,0,25,2,0
南通,120.9015917,31.98654943,2020/2/23,40,,0,0,0,19,1,0
扬州,119.4194189,32.40067694,2020/2/23,23,,0,0,0,16,3,0
宿迁,118.281574,33.96774972,2020/2/23,13,,0,0,0,14,1,0
盐城,120.1675443,33.35510092,2020/2/23,27,,1,0,0,13,1,0
镇江,119.4304894,32.19471592,2020/2/23,12,,0,0,0,10,0,0
信阳,114.0974828,32.15301455,2020/2/23,274,,0,0,0,7,0,0
郑州,113.6314192,34.75343885,2020/2/23,157,,0,0,0,7,0,0
南阳,112.5345013,32.9965622,2020/2/23,155,,0,0,0,3,2,0
周口,114.7034825,33.63182888,2020/2/23,76,,0,0,0,1,0,0
驻马店,114.0284708,33.01784242,2020/2/23,139,,0,11,0,120,91,1
商丘,115.6624493,34.42020167,2020/2/23,91,,0,3,0,26,13,0
安阳,114.3995004,36.10594098,2020/2/23,53,,0,3,0,26,20,0
平顶山,113.1995286,33.77205075,2020/2/23,58,,0,2,0,15,9,0
焦作,113.2485478,35.22096325,2020/2/23,32,,0,0,0,8,6,0
许昌,113.8584755,34.04143161,2020/2/23,39,,0,0,0,7,5,0
漯河,114.0234208,33.58771071,2020/2/23,35,,0,1,0,17,16,0
洛阳,112.4594213,34.62426278,2020/2/23,31,,0,0,0,13,12,0
开封,114.3145926,34.80288581,2020/2/23,26,,0,0,0,8,8,0
濮阳,115.0355975,35.76759303,2020/2/23,17,,0,0,0,3,3,0
新乡,113.9336005,35.30963993,2020/2/23,57,,0,0,0,1,1,0
鹤壁,114.3035936,35.75235741,2020/2/23,19,,0,1,0,1,1,0
济源,112.6085807,35.07290723,2020/2/23,5,,0,1,0,143,79,3
三门峡,111.2065332,34.77832725,2020/2/23,7,,0,6,0,69,18,0
长沙,112.9454732,28.2348894,2020/2/23,242,,1,0,0,42,15,0
岳阳,113.1354894,29.36317829,2020/2/23,156,,0,1,0,39,23,0
株洲,113.1404708,27.83356764,2020/2/23,80,,0,0,0,24,10,0
娄底,112.0015035,27.7032086,2020/2/23,76,,0,2,0,24,12,0
常德,111.7054522,29.03775,2020/2/23,82,,0,0,0,30,20,0
邵阳,111.4744329,27.24527027,2020/2/23,102,,0,1,0,18,8,0
衡阳,112.5784472,26.89957614,2020/2/23,48,,0,1,0,22,13,0
湘潭,112.9504642,27.83570223,2020/2/23,36,,0,0,0,22,13,0
郴州,113.0214605,25.77668327,2020/2/23,39,,0,0,0,17,10,0
永州,111.6194551,26.42586412,2020/2/23,43,,0,1,0,13,9,0
